lesson_key,course_number,section_order,lesson_number,lesson_name,standardised_question,transcript_word_count
008-030,008,2,30,How Mental Maturity Impacts Judgement Soundness,What role does mental maturity play in making sound judgements?,2363
008-031,008,2,31,The War Within: Battlefield of the Human Mind,Why does it sometimes feel like there's a battle going on inside your own head?,3241
008-032,008,2,32,"Cognitive, Behavioural and Emotional 'Time Travel'",How does the way you revisit the past shape how you feel today?,3195
008-033,008,2,33,Head Habits: Patterns of Unhelpful Cognition (Part 1),What happens in your mind when you assume the worst is about to happen?,3564
008-034,008,2,34,Head Habits: Patterns of Unhelpful Cognition (Part 2),Why does one bad experience sometimes feel like proof that it will happen again?,2343
008-035,008,2,35,Thinking About Thinking: Socratic Questioning Method,How can asking the right questions uncover the beliefs behind what you think?,2400
008-036,008,2,36,Self-Knowledge: Facts Vs. Feelings Vs. Faith,"What's the difference between something you know, something you feel, and something you believe?",2006
008-037,008,2,37,End of Section Two Summary and Check-In,How does reviewing two sections together deepen what you've learned?,555
008-038,008,3,38,The 4 Domains of Social and Cognitive Awareness,What builds a person's capacity to influence others positively?,5338
008-039,008,3,39,Some People WILL Oppose Your Personal Growth,Why might people close to you resist your personal growth?,4372
008-040,008,3,40,The 7 Levels of Cognitive Growth and Development,What does it take to move from unconscious drift to deliberate personal growth?,5777
008-041,008,3,41,11 Approaches to Handling Everyday Problems,Why does your attitude toward a problem matter more than the problem itself?,2520
008-042,008,3,42,Volition: The Choices of Maturity and Character,How do the small decisions you make today shape who you become?,3562
008-043,008,3,43,Choices of Maturity and Character: Honest Self-Evaluation,How does living by your own standards of maturity influence the people around you?,2150
008-044,008,3,44,Albert Ellis' Views on the Mental Diagnostic Model,Why was Albert Ellis sceptical of diagnostic labels in mental health?,2839
008-045,008,3,45,The Head-Heart-Gut Decision-Making Model,How can you make a decision that satisfies both your logic and your instincts?,3539
008-046,008,3,46,A Simple Model for Highly Effective Goal Setting,How do you organise goals that range from this week to your whole life?,3997
008-047,008,3,47,A Guide to Establishing Positively Framed Goals,Does the way you phrase a goal actually change whether you achieve it?,3158
008-048,008,3,48,A Strategy for Achieving (Just About) Anything,What actually turns a goal into a reality?,2507
008-049,008,3,49,Thoughtful Reflections Based on Albert Ellis’ Teachings,What did Albert Ellis mean by taking control of your own destiny?,2881
008-050,008,3,50,End of Section Three Summary and Check-In,How does connecting three sections of learning deepen what you take away?,801
008-051,008,3,51,Recommended Reads to Support Your Further Study,What can you read next to keep building on this course?,1205
008-052,008,3,52,Closing Thoughts and End-of-Course Summary,What happens after you finish this course?,2880
009-001,009,1,1,Life Coaching Certificate Course (Introductions),What does this Life Coaching Certification course actually cover?,1709
009-002,009,1,2,The State of Transition from 'Actual' to 'Ideal' Self,What is the difference between your 'actual' self and your 'ideal' self?,1959
009-003,009,1,3,Introducing a Simple Six-Stage Life Coaching Process,What is life coaching actually a process of?,3166
009-004,009,1,4,The Ideal Outcomes of Effective Life Coaching,What should the outcome of a good coaching relationship actually look like?,2598
009-005,009,1,5,A Process for Nurturing Fully Functioning People,What is the real work of a competent life coach?,3421
009-006,009,1,6,The Purpose of Life Coaching (and What It Isn't),"What is life coaching, and what is it not?",3738
009-007,009,1,7,Course Resource: The Goal Setting Workbook,What is the Goal Setting Workbook used for in this course?,593
009-008,009,1,8,The Difference Between Directive Vs. Non-Directive Coaching,What is the difference between directive and non-directive coaching?,2111
009-009,009,1,9,An Introduction to Gerard Egan's Skilled Helper Model,What framework did Gerard Egan build for the helping professions?,3143
009-010,009,1,10,Karen's Initial Coaching Consultation (Demonstration #01),How does Gerard Egan's Skilled Helper Model work in a real coaching session?,2674
009-011,009,1,11,Essential Attitudes for Highly Effective Coaching (Part 1),What attitudes make a coach worth trusting?,3677
009-012,009,1,12,Essential Attitudes for Highly Effective Coaching (Part 2),Why do these coaching attitudes matter enough to warrant a second look?,3015
009-013,009,1,13,How to Have a Coaching Conversation,What mindset does a genuine coaching conversation actually require?,1816
009-014,009,1,14,The 'Hot-O-Meter' of Listening (and Hearing),"What are the different levels of listening, from worst to best?",2851
009-015,009,1,15,Critical Precursors for Fruitful and Effective Coaching,What has to be in place before coaching can actually be effective?,2452
009-016,009,1,16,Worldviews: The Mindsets That Get Brought Into Coaching,"What mindsets do people bring into coaching, and how do they shift?",2695
009-017,009,1,17,A Conversation About Coaching (Open Discussion #1),What actually makes a coaching relationship effective?,2362
009-018,009,1,18,The Starting Point for All Life Coaching (A Framework),How do you establish the starting point for a new coaching relationship?,2365
009-019,009,1,19,Practical Questions to Ask During a Life Transition,What questions actually help someone move through a life transition?,1364
009-020,009,1,20,The Common 'Mindset' Roadblocks to Personal Growth,What mindsets quietly block personal growth if left unchecked?,4851
009-021,009,1,21,Triangulation: The Contrasting Dynamics of Life Coaching,How can the drama triangle disrupt a coaching relationship?,3068
009-022,009,1,22,Deciding on Your Life Coaching Vision (for Impact),Why can't a coach guide someone beyond their own level of maturity?,3237
009-023,009,1,23,The End of Section One Summary (and Check In),What should you take from section one before moving on?,1336
009-024,009,2,24,Thinking About Change: Two Contrasting Mindsets (Part 1),What is the difference between a fixed mindset and a growth mindset?,3301
009-025,009,2,25,Thinking About Change: Two Contrasting Mindsets (Part 2),How do a fixed mindset and a growth mindset continue to shape behaviour?,2372
009-026,009,2,26,The Common Attributes of a FIXED Mindset,What does a fixed mindset actually look like inside a coaching session?,2989
009-027,009,2,27,The Common Attributes of a GROWTH Mindset,What does a growth mindset actually look like inside a coaching relationship?,2727
009-028,009,2,28,Self-Assessment: Evaluate the Strength of Your Mindset,How flexible is your current mindset?,1660
009-029,009,2,29,The Johari Window for Nurturing Awareness in Coaching,"What is the Johari Window, and how does it build self-awareness in coaching?",4368
009-030,009,2,30,Self-Knowledge: Understanding the Transitional Experience,How does mental time travel shape a coachee's confidence?,3521
009-031,009,2,31,A Conversation About Coaching (Open Discussion #2),What does a second open conversation reveal about coaching well?,2651
009-032,009,2,32,Humanness: The 2 Capacities for Growth and Development,What are the two capacities that drive human growth?,3021
009-033,009,2,33,Mental Maps: Understanding the Gaps in Human Perception,What did Alfred Korzybski mean by 'the map is not the territory'?,4231
009-034,009,2,34,Perception: A Deep Exploration of Human Cognition,Why do our perceptions cause more distress than the events themselves?,4281
009-035,009,2,35,Valuable Lessons to be Learned From Viktor Frankl,What can Viktor Frankl's life teach us about finding meaning?,2382
009-036,009,2,36,Locus: Where All Coaching Authority Comes From,How does your locus of control shape your sense of authority over your own life?,3251
009-037,009,2,37,The Primary Factors That Influence Decision Making,What decision-making factors actually determine whether coaching makes a difference?,5176
009-038,009,2,38,The Six Keys to Unlocking a Life of Purpose (Part 1),What are Viktor Frankl's keys to a life of purpose?,3577
009-039,009,2,39,The Six Keys to Unlocking a Life of Purpose (Part 2),How do Viktor Frankl's keys to purpose continue to build on one another?,2825
009-040,009,2,40,The End of Section Two Summary (and Check In),What should you take from section two before moving on?,1664
009-041,009,3,41,The Process of Learning to Look (Deeper) Within,What does the story of the Littlest god teach about self-reflection?,1235
009-042,009,3,42,John Locke: Theory on the Origin of Ideas (Tabula Rasa),What did John Locke believe about where ideas come from?,4246
009-043,009,3,43,Belief Possibility Spaces (Separating Facts from Guesswork),"What are Belief Possibility Spaces, and why do they matter for coaching?",3352
009-044,009,3,44,Unpacking Words to Discern (or Dissect) What's True,Why do the same words mean different things to different people?,2804
009-045,009,3,45,Karen's First Coaching Session (Demonstration #02),What does an early coaching session actually look like in practice?,5204
